city,timestamp,temperature,season
New York,2010-01-01,-4.709987976127987,winter
New York,2010-01-02,7.187489150438591,winter
New York,2010-01-03,-7.800600016826226,winter
New York,2010-01-04,2.111803728929163,winter
New York,2010-01-05,3.1065839293383957,winter
New York,2010-01-06,0.8752130229569528,winter
New York,2010-01-07,-7.252727413994421,winter
New York,2010-01-08,0.805782203222875,winter
New York,2010-01-09,9.179811646419038,winter
New York,2010-01-10,-2.629607874538044,winter
New York,2010-01-11,-2.5796589067471287,winter
New York,2010-01-12,-9.193523482378854,winter
New York,2010-01-13,-1.4531521520445883,winter
New York,2010-01-14,0.3359519931310209,winter
New York,2010-01-15,-3.829257567537891,winter
New York,2010-01-16,-4.011233789654185,winter
New York,2010-01-17,4.4122000528917065,winter
New York,2010-01-18,-1.221589724995096,winter
New York,2010-01-19,4.300385606385494,winter
New York,2010-01-20,1.0071055326556437,winter
New York,2010-01-21,-6.727637960053076,winter
New York,2010-01-22,2.6570751352906505,winter
New York,2010-01-23,-0.7596249954944635,winter
New York,2010-01-24,5.900338566424011,winter
New York,2010-01-25,-7.750691010844356,winter
New York,2010-01-26,-6.054186981741174,winter
New York,2010-01-27,-3.531153284559736,winter
New York,2010-01-28,2.227471784725478,winter
New York,2010-01-29,0.8169233112399248,winter
New York,2010-01-30,1.719212057297542,winter
New York,2010-01-31,6.966271294146523,winter
New York,2010-02-01,10.106975365959489,winter
New York,2010-02-02,-7.6848330204199815,winter
New York,2010-02-03,5.748419087479666,winter
New York,2010-02-04,-3.8831529208683717,winter
New York,2010-02-05,7.27722319301092,winter
New York,2010-02-06,8.89754540172516,winter
New York,2010-02-07,6.46114894262276,winter
New York,2010-02-08,2.6153142968865577,winter
New York,2010-02-09,5.196953919012081,winter
New York,2010-02-10,2.799166326713439,winter
New York,2010-02-11,-1.086313811101776,winter
New York,2010-02-12,7.525920090738064,winter
New York,2010-02-13,0.241600972742059,winter
New York,2010-02-14,-4.277329415012848,winter
New York,2010-02-15,6.484500789791033,winter
New York,2010-02-16,-2.4913288147778943,winter
New York,2010-02-17,0.7281805459255941,winter
New York,2010-02-18,-3.0162528961763653,winter
New York,2010-02-19,1.9509046548834774,winter
New York,2010-02-20,-5.487851116552168,winter
New York,2010-02-21,-3.58613517824989,winter
New York,2010-02-22,-3.9534581668438733,winter
New York,2010-02-23,0.5267463590252677,winter
New York,2010-02-24,1.4072795080535587,winter
New York,2010-02-25,5.857623704913573,winter
New York,2010-02-26,-0.8567373614401618,winter
New York,2010-02-27,-5.474055273439733,winter
New York,2010-02-28,9.076590833255135,winter
New York,2010-03-01,4.348068213844617,spring
New York,2010-03-02,14.14255161075858,spring
New York,2010-03-03,6.368172683464722,spring
New York,2010-03-04,10.755527276731122,spring
New York,2010-03-05,22.617551252708672,spring
New York,2010-03-06,8.954728537329142,spring
New York,2010-03-07,5.1137740131664975,spring
New York,2010-03-08,16.02200728981518,spring
New York,2010-03-09,10.12618352864074,spring
New York,2010-03-10,11.565968220252671,spring
New York,2010-03-11,9.457659294125685,spring
New York,2010-03-12,10.17181669601866,spring
New York,2010-03-13,-0.10616372386843054,spring
New York,2010-03-14,13.395845479262071,spring
New York,2010-03-15,9.902239059792388,spring
New York,2010-03-16,5.190066770390628,spring
New York,2010-03-17,6.126026282760471,spring
New York,2010-03-18,12.621428258912918,spring
New York,2010-03-19,11.020941063279867,spring
New York,2010-03-20,12.013166470834019,spring
New York,2010-03-21,0.47411950400830527,spring
New York,2010-03-22,4.618703605952195,spring
New York,2010-03-23,2.797876908262995,spring
New York,2010-03-24,6.147200101659026,spring
New York,2010-03-25,1.2044781529244144,spring
New York,2010-03-26,13.616223127858055,spring
New York,2010-03-27,11.47432693850858,spring
New York,2010-03-28,17.17993331129533,spring
New York,2010-03-29,11.019907839815344,spring
New York,2010-03-30,3.564454703352393,spring
New York,2010-03-31,18.806543435324933,spring
New York,2010-04-01,15.484333761013115,spring
New York,2010-04-02,1.6196104467744767,spring
New York,2010-04-03,10.228825903718839,spring
New York,2010-04-04,5.862755909408357,spring
New York,2010-04-05,6.8368242781644,spring
New York,2010-04-06,15.529052026555107,spring
New York,2010-04-07,3.515396710862829,spring
New York,2010-04-08,19.163330648915597,spring
New York,2010-04-09,8.626112841171535,spring
New York,2010-04-10,13.542808797279164,spring
New York,2010-04-11,6.066454758141022,spring
New York,2010-04-12,10.07443469998321,spring
New York,2010-04-13,6.398958495393185,spring
New York,2010-04-14,16.9266662533402,spring
New York,2010-04-15,13.49532639787854,spring
New York,2010-04-16,8.710048658234522,spring
New York,2010-04-17,13.908141165758959,spring
New York,2010-04-18,12.654062029318862,spring
New York,2010-04-19,12.104566884643248,spring
New York,2010-04-20,7.8510724179562725,spring
New York,2010-04-21,11.957412062127723,spring
New York,2010-04-22,6.191182067026137,spring
New York,2010-04-23,1.9260192070001363,spring
New York,2010-04-24,6.542892187690624,spring
New York,2010-04-25,7.865644885106832,spring
New York,2010-04-26,10.713274249311848,spring
New York,2010-04-27,16.238967158427347,spring
New York,2010-04-28,14.376353084270423,spring
New York,2010-04-29,12.72015469862129,spring
New York,2010-04-30,6.751953623829888,spring
New York,2010-05-01,15.262906941437539,spring
New York,2010-05-02,11.689110283621588,spring
New York,2010-05-03,11.322429471300357,spring
New York,2010-05-04,14.340168187469313,spring
New York,2010-05-05,10.259668697054313,spring
New York,2010-05-06,11.345314988820572,spring
New York,2010-05-07,14.220446543949272,spring
New York,2010-05-08,2.7689399173406564,spring
New York,2010-05-09,17.343999921505784,spring
New York,2010-05-10,7.751421750198244,spring
New York,2010-05-11,4.727552651657641,spring
New York,2010-05-12,18.651928495630628,spring
New York,2010-05-13,11.883539169355691,spring
New York,2010-05-14,4.007019671838874,spring
New York,2010-05-15,5.059577629251269,spring
New York,2010-05-16,6.339393352303137,spring
New York,2010-05-17,11.429414957318357,spring
New York,2010-05-18,9.015824957240135,spring
New York,2010-05-19,7.704399521585107,spring
New York,2010-05-20,16.204465558034194,spring
New York,2010-05-21,15.362972197623773,spring
New York,2010-05-22,2.444717231170727,spring
New York,2010-05-23,11.000212483915606,spring
New York,2010-05-24,10.450448425658552,spring
New York,2010-05-25,7.280733038130992,spring
New York,2010-05-26,5.719094436051605,spring
New York,2010-05-27,10.363460761616329,spring
New York,2010-05-28,12.78361586649762,spring
New York,2010-05-29,13.569086326461292,spring
New York,2010-05-30,11.651848774538026,spring
New York,2010-05-31,14.473489883251055,spring
New York,2010-06-01,27.669538640418608,summer
New York,2010-06-02,20.3987405853225,summer
New York,2010-06-03,28.10382103764063,summer
New York,2010-06-04,30.31336103534066,summer
New York,2010-06-05,32.6629923862202,summer
New York,2010-06-06,18.167389935735365,summer
New York,2010-06-07,23.62376254467004,summer
New York,2010-06-08,21.24761630853555,summer
New York,2010-06-09,19.953593317062357,summer
New York,2010-06-10,19.495601286339223,summer
New York,2010-06-11,26.581814184889648,summer
New York,2010-06-12,18.12223871326277,summer
New York,2010-06-13,27.672934753289812,summer
New York,2010-06-14,26.793808943741354,summer
New York,2010-06-15,27.121195719170053,summer
New York,2010-06-16,37.40013668178324,summer
New York,2010-06-17,32.071723949945934,summer
New York,2010-06-18,35.97917827717429,summer
New York,2010-06-19,20.23882293901929,summer
New York,2010-06-20,25.331404087266677,summer
New York,2010-06-21,23.062574634227108,summer
New York,2010-06-22,22.422973185000497,summer
New York,2010-06-23,20.92584374471223,summer
New York,2010-06-24,29.5926303738967,summer
New York,2010-06-25,26.213856402769558,summer
New York,2010-06-26,23.09517918208763,summer
New York,2010-06-27,28.040719553020338,summer
New York,2010-06-28,22.362139059780116,summer
New York,2010-06-29,25.213064416360947,summer
New York,2010-06-30,31.721294884103855,summer
New York,2010-07-01,21.024638170840394,summer
New York,2010-07-02,29.31269574461897,summer
New York,2010-07-03,24.409728227854902,summer
New York,2010-07-04,23.852249297388703,summer
New York,2010-07-05,23.764705214808842,summer
New York,2010-07-06,23.57414402192431,summer
New York,2010-07-07,22.657440776525696,summer
New York,2010-07-08,22.69226691181482,summer
New York,2010-07-09,28.503759562624637,summer
New York,2010-07-10,16.08399134069722,summer
New York,2010-07-11,27.610007569372534,summer
New York,2010-07-12,26.42354066887609,summer
New York,2010-07-13,26.67408141366244,summer
New York,2010-07-14,29.976211682522145,summer
New York,2010-07-15,22.779507634969914,summer
New York,2010-07-16,27.197480871086675,summer
New York,2010-07-17,35.167439689523135,summer
New York,2010-07-18,24.026325497917295,summer
New York,2010-07-19,20.17188241682172,summer
New York,2010-07-20,21.6110511988092,summer
New York,2010-07-21,25.142966956495002,summer
New York,2010-07-22,23.59072343619361,summer
New York,2010-07-23,18.855130734883343,summer
New York,2010-07-24,16.98606047730651,summer
New York,2010-07-25,20.68380600015735,summer
New York,2010-07-26,28.193432860119447,summer
New York,2010-07-27,28.70554648007689,summer
New York,2010-07-28,25.09079447324714,summer
New York,2010-07-29,31.141772822277,summer
New York,2010-07-30,22.70686676864219,summer
New York,2010-07-31,34.98738745203853,summer
New York,2010-08-01,30.040675196112655,summer
New York,2010-08-02,18.87460659498459,summer
New York,2010-08-03,19.638534464365012,summer
New York,2010-08-04,28.908521135123465,summer
New York,2010-08-05,23.58132312645261,summer
New York,2010-08-06,25.393608530812887,summer
New York,2010-08-07,22.926217792522582,summer
New York,2010-08-08,25.282622005574805,summer
New York,2010-08-09,19.643964010912065,summer
New York,2010-08-10,25.78188517876161,summer
New York,2010-08-11,30.0177619240219,summer
New York,2010-08-12,20.392899424516607,summer
New York,2010-08-13,25.798970864893917,summer
New York,2010-08-14,31.423651784788852,summer
New York,2010-08-15,28.68372575319228,summer
New York,2010-08-16,28.040136599876416,summer
New York,2010-08-17,18.816805474564838,summer
New York,2010-08-18,21.794587196186917,summer
New York,2010-08-19,23.553715601015348,summer
New York,2010-08-20,29.51769066842235,summer
New York,2010-08-21,31.697141908020196,summer
New York,2010-08-22,27.437994949647255,summer
New York,2010-08-23,27.278089305825958,summer
New York,2010-08-24,20.639033863275408,summer
New York,2010-08-25,23.63405017061522,summer
New York,2010-08-26,24.689655342383777,summer
New York,2010-08-27,28.381728560134462,summer
New York,2010-08-28,26.430430892157325,summer
New York,2010-08-29,11.848089435028585,summer
New York,2010-08-30,28.400030012765658,summer
New York,2010-08-31,30.343284383867065,summer
New York,2010-09-01,19.415597627620667,autumn
New York,2010-09-02,9.022263271323752,autumn
New York,2010-09-03,17.0277515810888,autumn
New York,2010-09-04,17.3759395425771,autumn
New York,2010-09-05,21.145423286040746,autumn
New York,2010-09-06,20.06139841802363,autumn
New York,2010-09-07,13.233125472817735,autumn
New York,2010-09-08,6.94303417604651,autumn
New York,2010-09-09,7.587041175181742,autumn
New York,2010-09-10,6.832250252747617,autumn
New York,2010-09-11,20.184644306228172,autumn
New York,2010-09-12,4.139936451471451,autumn
New York,2010-09-13,18.47566702416943,autumn
New York,2010-09-14,12.590492040280948,autumn
New York,2010-09-15,18.015943583552424,autumn
New York,2010-09-16,12.90024035835827,autumn
New York,2010-09-17,25.02697405479704,autumn
New York,2010-09-18,23.84228418496215,autumn
New York,2010-09-19,10.984304505516377,autumn
New York,2010-09-20,14.815795289071218,autumn
New York,2010-09-21,25.532417949515427,autumn
New York,2010-09-22,11.386102680969039,autumn
New York,2010-09-23,19.951200191964737,autumn
New York,2010-09-24,13.01934240483903,autumn
New York,2010-09-25,24.514175566365424,autumn
New York,2010-09-26,19.096914219612945,autumn
New York,2010-09-27,8.225545534163086,autumn
New York,2010-09-28,13.252452919391612,autumn
New York,2010-09-29,14.285797111597402,autumn
New York,2010-09-30,21.70578372198125,autumn
New York,2010-10-01,17.405461342989394,autumn
New York,2010-10-02,7.639626750162028,autumn
New York,2010-10-03,22.571761005241633,autumn
New York,2010-10-04,21.277678650792282,autumn
New York,2010-10-05,22.111062256932783,autumn
New York,2010-10-06,11.753356326509806,autumn
New York,2010-10-07,12.810572431566948,autumn
New York,2010-10-08,18.017752389335584,autumn
New York,2010-10-09,10.600035654536413,autumn
New York,2010-10-10,14.829110383669713,autumn
New York,2010-10-11,14.18523453081667,autumn
New York,2010-10-12,21.070140306121274,autumn
New York,2010-10-13,17.567654565239717,autumn
New York,2010-10-14,10.52662234284996,autumn
New York,2010-10-15,23.076582360340794,autumn
New York,2010-10-16,18.640604139999912,autumn
New York,2010-10-17,14.429464182015037,autumn
New York,2010-10-18,26.521485694728355,autumn
New York,2010-10-19,15.281580460673045,autumn
New York,2010-10-20,10.50606011212935,autumn
New York,2010-10-21,9.141477643402228,autumn
New York,2010-10-22,16.75574721862788,autumn
New York,2010-10-23,8.256842549267152,autumn
New York,2010-10-24,19.79192664394126,autumn
New York,2010-10-25,12.854136285955128,autumn
New York,2010-10-26,28.81568966316392,autumn
New York,2010-10-27,8.299881017275345,autumn
New York,2010-10-28,16.79765197080083,autumn
New York,2010-10-29,23.24842562361978,autumn
New York,2010-10-30,20.615744132338882,autumn
New York,2010-10-31,21.776101962260615,autumn
New York,2010-11-01,16.457394828192605,autumn
New York,2010-11-02,17.23677544773081,autumn
New York,2010-11-03,17.574360113882662,autumn
New York,2010-11-04,19.725633747124792,autumn
New York,2010-11-05,11.338246785659468,autumn
New York,2010-11-06,18.442049327443275,autumn
New York,2010-11-07,23.544357769205575,autumn
New York,2010-11-08,14.704119225363721,autumn
New York,2010-11-09,17.013291515803118,autumn
New York,2010-11-10,23.027166587792085,autumn
New York,2010-11-11,9.424872256589726,autumn
New York,2010-11-12,11.548214071969653,autumn
New York,2010-11-13,19.148011418803126,autumn
New York,2010-11-14,17.82449669530395,autumn
New York,2010-11-15,17.916245981068073,autumn
New York,2010-11-16,21.362460851826867,autumn
New York,2010-11-17,16.015347741055898,autumn
New York,2010-11-18,19.20165366365484,autumn
New York,2010-11-19,14.991744530076003,autumn
New York,2010-11-20,8.437948254655861,autumn
New York,2010-11-21,14.92095370940835,autumn
New York,2010-11-22,7.018302164514361,autumn
